text,label
 Oh no . ,neutral
I felt this feeling when one day my landlord's cat had crept under my bed and I couldn't cope with it during an hour and a half.,fear
" Yes , my wife is coming to get me . ",joy
 What is it ? Maybe I can help . ,neutral
"I was alone at home and I could hear odd noises coming from above our bedroom.  I knew that nobody lived there since it was an office.  I got frightened (later I was given a \natural\"" explanation).""",fear
 I have no reason to distrust him . He's never caused any harm . ,neutral
When a drunkard barged into a room where my friend and I had run in order to get away from him.  We were all alone and all I could see was this hand coming towards me.,fear
I have a very big family. At my grandmother's funeral we all met and everybody pretended mourning. In reality it was like a fashion-show: everybody wanted to show himself.,anger
" Well , they should have called you ! ",anger
" oh , it ’ s pretty popular among my classmates these days . So are you ? ",neutral
 I didn't make the soccer team . ,sadness
 Yes . I will . ,neutral
 OK . ,neutral
Ray Shepherd 's voice was quiet and he ignored his son 's mounting horror . ,fear
Waking up from a bad dream in a dark night with noone else around.,fear
" Well , Rose . ",neutral
"When I was driving home after  several days of hard work, there was a motorist ahead of me who was driving at 50 km/hour and refused, despite his low speed to let me overtake.",anger
"Not succeeding in a cross-country skiing competition, which I intended to win.",sadness
Should I ask Sara to the party ? ,neutral
I helped someone to do something and was found out.,fear
" Make it work , Geoff . You would say that , wouldn ’ t you , he is your cousin.what a jerk , make me hire your stupid , useless , cousin . ",anger
 Jake just broke up with me . ,sadness
"Lewis Verne-Smith sat shaking his head , less as a gesture of denial than of a generalized despair at the state of the world . ",sadness
"` I think everyone is very pleased they 've changed their minds , "" said England 's most-capped player , Rory Underwood . ",joy
"I am not especially good at English, and after the high school graduation exam in English I tensely waited for the result the whole day.  In the evening, when I heard that I had done excellently, I became very happy and the anxiety vanished.  My family was at home.",joy
"When my elder brother, who had gone abroad to study  for six years, came back home safe and in good health.",joy
When I sit for examinations.,fear
" I am really sorry too , maybe I can give you a call sometime . ",sadness
 Thanks so much . ,joy
" The door bell doesn't work , the sink is leaking , there's no hot water , and the building is falling apart ! ",anger
 I feel confused about the grammars . ,sadness
And -- though the heartbreak of her troubled marriage still haunts her -- she raised a grin as Prince Harry waved from their car in London . ,sadness
"My grandfather was seriously ill, he had only a few days left to live. I had always loved him, but never told him. When I saw him for the last time, I had the feeling that I had omitted so many things I could not do again. - There was a fly sitting on his forehead and he was too weak to drive it away. I was very sad when I saw that.",sadness
"Football was a very big deal at my high school, so I was joyous when my school's team won the conference championship last year.",joy
Assaulted by drunken neighbour.,fear
"He was now a very effective reader of his own work -- his theatrical instincts were here most valuable and , as Edmund Wilson noted , he could communicate a feeling of intense excitement to his audiences . ",joy
Taxi ! Taxi ! ,neutral
I felt that she was quite distressed by the birth -- she seemed drowsy and a bit blue . ,sadness
"We were all sad it was over "" . ",sadness
"@Caro2050 I feel great, slept from 22.30 until my alarm went off, why have you the ?",fear
I could not do the questions on my math midterm.,fear
Someone told me that I was chosen for English lectures because the class leader is going out with me (not true).,anger
 Certainly . ,neutral
The day I left my first girlfriend.,sadness
Joan is a thorough drag ! ,anger
I felt anger against a colleague of mine during a rehearsal in acting. He hadn't learnt the text of an opera act in the course of several months and thus making difficulties for the rest of my colleagues.,anger
 Why ? ,neutral
"` I made the camp , "" grumbled Henry , rather like a sad child . ",sadness
When I first came to the university I did not know the kind of people I would find here and the kind of behaviour they would have towards me.,fear
"When my grandmother, my second mother died.",sadness
Guy I cared for went back to Canada to live.,sadness
When my sister was born.,joy
Who is it ? ,neutral
I experienced this feeling when the doctors found a nodule in one of my mother's breasts. It turned out to be an occlusion resulting from continious sucking but for a few days I was not in my reason.,fear
 Are you sure there are no more open classes ? ,neutral
" Yes , but you might have told me before . ",anger
" Oh , no . I couldn ’ t possibly . ",neutral
When I was sitting in a car next to a man who was masturbating.,fear
When I told off a computer teacher who did not want to teach me beacause of prejudice.,anger
 It certainly didn't arrive here that way . ,anger
She stared until it was hard to know which was herself -- the disconsolate woman in the chill room or the other sorrowful face in the night outside . ,sadness
One horrified look told him that Daisy had already sunk to her pasterns . ,fear
Our relationship does seem to be improving but obviously I 'm worried that we now seem to be paying 50% more than we expected . ,fear
"Her cheeks were already aglow from a combination of the heat and the exhilaration of being the centre of attention , and this had lent an extra , youthful radiance to her beauty . ",joy
" Oh , I like it . It's such a beautiful dance , but I can't do it well . What about you ? ",joy
I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation.  My sadness was caused by the irreversibility of the decision.,sadness
"The highlight of the whole tournament -- almost irrespective of their performance on the field -- will be SOUTH AFRICA 's emergence from the woods , a coming in from the cold which is generating a great excitement . ",joy
 I guess so . ,neutral
When I had my four children.,joy
And you feel anxious about getting the first lot of seeds sown out of doors . ,fear
" Yes , it looks interesting . ",joy
"When Tony 's father was interviewed he said he felt angry with Tony for having taken the tablets , especially as his girl friend , Pat , had been with him when he found Tony unconscious . ",anger
"My mother told me that I could not go to the mountains.  Despite my age, as long as I am in her house I must do what she says.",anger
During my last exam.,anger
"My brother told me that a person (whom I know) had insulted him.  I am very fond of my brother, and as he himself can not get angry or hurt, my protectiveness was aroused and I got angry.",anger
"While still at school a friend died of cancer, after being ill for a long time, she was 17 yrs old.",sadness
"I am a sportwoman as well. I felt joy when after an year of practice, at a contest, I covered the norms for \a master of sports\"".""",joy
Taking a trip to crocokile country I fell out of the boat and was motivated by fear of being eaten to perform great swimming feats.,fear
 You'd better take some medicine and have a good rest . I hope you'll be yourself pretty soon . ,neutral
Insulted by teacher.,anger
The Repton boy 's horror at Churchill 's anti-Bolshevist campaign had turned into a more adult and less ferocious criticism . ,fear
"On a recent visit to a day centre , which served both younger disabled and old people , I was told that old people were envious and resentful when computer learning was introduced for the younger disabled people . ",anger
 I beg your pardon ? ,neutral
" I don't think so . In Korea some marriages break up , but most couples stay together . ",neutral
"When I was concentrating on my work, my friend disturbed me continously.  I asked him to stop but in vain.",anger
"When I first heard \I like you !\"" from my boyfriend.""",joy
Seeing relations from overseas after a few years.,joy
 What a pity ! I missed it again . ,sadness
Birth of children.,joy
I went to visit a friend in hospital.  He was going to be operated the next day.  I was afraid that they would not let me in and I did not know what his reaction would be on seeing me.,fear
" Ho , no ! ",neutral
 Mario Puku . ,neutral
While dancing in a restaurant last week.,joy
" Oh , my computer crashed again ! ",sadness
"When someone I trusted very much, disappointed me.",anger
Discussing with a certain person about a job I was getting and that perosn was negative and pessimistic.,anger
 A lot of things . There is a part about how old people should accept being old and stop feeling restless . You really should read it . ,joy
 Won ’ t you get lonely ? ,neutral
" Thank you , they ’ re beautiful . You can hang your coat over there . Try this new couch , it is so comfortable . You will love it . Want something to drink , tea , coffee , juice or Cola ? ",joy
" Oh , I see . ",neutral
When my uncle died of leukemia at age 35.,sadness
 I did a B . A . in economics . Remember ? ,joy
When I was admitted to a Language school. On the day when I was informed by a message and my parents congratulated me.,joy
 Big head ! ,neutral
"When my father did not get back from Chipata on time, he was thus holding back progress as everything depended on him.  I felt angry over his actions.",anger
"When I had to walk over three kms through a field which had wild bulls, because my car had broken down.",fear
"Y a @IDFrabbi , qui se définit comme Friend of the Israeli soldier and Mossad agent. qui me follow sur twitter. #9FARET",fear
 That makes a lot of sense . Does the TV work well ? ,neutral
"` Everyone seemed very pleased with the arrangements Philippe had made , didn't they , Rose ? "" ",joy
"When I was able to buy my new car, after lots of problems.",joy
" Hi , Andy . ",neutral
When my mother kept me in leading-strings.,anger
Once while walking along a hill; I fell down out of carelessness and I broke my left arm.,fear
"When I am accused of something I have not done, I get unbelievably angry.",anger
 Of course . ,neutral
 You too . ,neutral
 Excuse me ? ,neutral
 Very nice . ,joy
FOR months now I have been trying to contain excitement at the thought of the compact disc . ,joy
"As he nodded she went on , ` I 'd had a bit of a knock in -- in a relationship with a man in London , and I was very miserable over Elise 's death . ",sadness
Finally being asked by someone to a banquet.,joy
The nurse sent to accompany Leslie tried hard to melt into the background as the overjoyed family spent several hours opening presents under the tree . ,joy
" Yes , I do . ",neutral
"A friend of mine came to visit and stayed with my roommate and me. My roommate and she became good friends. After she left, he didn't talk too highly of her.",anger
I was angry when I watched a ski-race. All the Austrian skiers dropped out.,anger
" But I ended up with finding out lady that night , that you were with other girl at cafe near your home . ",anger
 What kind of music do you like ? ,neutral
I slept in a tent at the Barracks which caught fire at night and my best possessions got burnt in there.,sadness
For the first time in my life telling someone I loved them.,joy
 9. My biggest fear is needles. I can't stand getting a shot.  ,fear
 Maybe it is the most difficult period of my family have experienced . ,sadness
 Good luck ! ,neutral
The weather is very bad (fog and slipperiness) the newcast reports many traffic accidents and my boyfriend is driving home and still has 60 kilometers to go.,fear
` I am horrified that somebody would do such a thing . ,fear
"When I get something that seemed very hard like getting a job, a boyfriend, etc. A specific sutuations, was when I started to date a boy whom I liked for a long time.",joy
 Titanic . ,neutral
 I think someone is stalking me . ,fear
When a friend of mine was trying to make a fool out of me.,anger
When I was at school.,sadness
" He treats everyone pretty badly , but the way he treats me really takes the cake ! ",anger
I was really angry when the President general of was arrested by policemen.,anger
 Next June . ,neutral
"A holiday at a white sand deserted beach. A cool evening near the end of summer and we had a fire in the sand - toasted marshmellows, cuddled and drank champagne.",joy
"Hi , Walter ! ",neutral
This leads to highly agitated motions and correspondingly high temperatures . ,fear
 Let me have a look . Whoa ! Get away from me ! ,fear
 Not on your life ! I know I'd break my leg ,fear
When some friends betrayed my friendship.,anger
"Me , I 'm miserable that it 's all beginning . ",sadness
"On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard;  I was very scared till I managed to get him back onboard.",fear
On December the 28th I was filled with Joy when I was told by my bosses that I had been selected to attend a course at the  School for Health Scienced in London.,joy
 The s not the problem-Your Attention 2 fearful possibilities s the attracting force. Stop 8 quick -Cheryl Janecky #loa #anxiety,fear
I was in the library of medical psychology and walked into the wrong direction. A man who came out of a room threated me very denigrating and I became very angry in a resisting manner.,anger
"During lectures, I sensed an unexpressed understanding with a boy I did not know.  We exchange glances ; I think he likes me, and I like him too.  Perhaps he has fallen in love with me .........",joy
First day at University (I didn't know what to expect).,fear
" I'm happy to hear that , but publishing is more than just talking to writers . it involves a lot of work , patience and responsibility . Most of the work is boring . ",joy
 I sure did ! ,neutral
 At Harvard . What about you ? ,joy
In the aftermath of the war the government was said to be concerned over Turkey 's increasingly prominent international role . ,fear
"When there was a possibility of getting on better in professional life. I valorized very much this aspect. People showed me this possibility, not the real fact (even because until now ...)",joy
"Unless they are given opportunities to express their grief in appropriate ways which can include weeping for loss , they will never be able to acquire the creative energy necessary to find a new job . ",sadness
I don't like sharing my feelings Im scared you'll run if I admit something. ,fear
 I just remembered that I've got to give a speech in class today and I forgot to prepare for it . ,sadness
"i should clarify: we're winning the *game* of terror, not the war on it. america terrorizes like fucking no one does. still, plenty to ",fear
 Is it gonna hurt ? ,fear
 addiction ? checking emails and text messages often can be called an addiction ? no way ! ,anger
" of when your phone starts falling towards your face , but you save it. #amazing",fear
" Margaret really told me off when she found out that I had forgotten all about it . We did try to phone you , but you and Jane must have gone out . ",neutral
" A , whatever you do , the most important is perseverance . So you have to hang on there , the longer , the better . Then some day , you will find you've already made a lot of progress . ",neutral
When my girlfriend of two years told me it was all over.,anger
I thought him a good friend but he tried to lie to me several times. Last time was the height of impudence. He promised he would come home but he didn't. I felt a sense of anger and insult.,anger
I was very scared when I went to the examination hall for my M.Sc examination as I had studied a limited partion of the course thoroughly and I was in great doubt whether that would be asked.,fear
"Yesterday the heartbroken teenager , who was on the verge of trials with the Royal Ballet , said : ` In just one second , my life has been wrecked . ",sadness
"In college, I started a discussion with the teacher referring to a question I posed. I felt very unsure and I was afraid to fail.",fear
" I like the pier too , because it's beautiful at night . ",joy
 But she did and made me disappointed . ,sadness
"My grandmother died, and my mother called me one sunday morning in the Autumn.  The way my mother told me about it, I hated her at that moment.  She sounded as if she had been waiting for the death of my grandmother.  I had lost a person close to me.  I felt guilty too as I had been bad to my grandmother of late.  I had not remained calm when she no longer understood everything so well.",sadness
the heartstopping moment where you think you've pulled out your headphones in the silent library. ,fear
"He wandered around in a state of utter dejection , belonging nowhere . ",sadness
When I received some good news : I obtained an amount of money I needed to buy something I had been planning to buy.,joy
 Don't brother me ! ,anger
 Why ? ,neutral
"His anguished voice tailed off , to intensify the effect . ",sadness
"Scientists , on both sides of no-man 's land , become bitterly indignant when someone points such external influences out to them . ",anger
When I met a good friend of mine after a long time.,joy
When burglars with guns forced themselves into my house and ordered me to give them money or face death.,fear
When I found out that a person I went to school with had died in a car accident.,sadness
 See you . ,neutral
"Shackel became indignant and said he would fetch a magistrate and complain about the Chief Constable 's attitude , which he did . ",anger
"De Gaulle was incensed , ordered Massu 's recall to Paris , and , against the advice of several senior advisers , insisted that Massu should not be permitted to return to his command . ",anger
 I hope so . ,neutral
When my father died.,sadness
I was told that I had passed the statistics exam.  I had not expected this so I was very happy.,joy
 It's Snow . ,neutral
"The Profit Share Scheme was reduced in 1992 but many members have expressed great annoyance that another scheme within the Bank netted two former members of the staff in Britain almost 218,000 between them . ",anger
 Yes . I have my wallet stolen . ,sadness
When someone does not listen to me after having asked me to repeat what I said. This happened more than one time with the same person.,anger
"Leapor was still downcast about the loss of her job , perhaps unable to write much poetry , when she met Freemantle . ",sadness
I got a job right after school was over.,joy
My girl-friend left me.,sadness
" OK , OK . I'll whisper it to you , but you have to promise not to tell anyone ! ",neutral
 and then ? ,neutral
 Maybe . I'll have to ask my mother . ,neutral
"Susan , I am inviting you and Frank to our house warming party this weekend . ",joy
 Certainly . ,neutral
When my sister took my things without having asked for my permission first.,anger
"She was on her feet taking his hand , smiling at him , telling him how delighted she was to meet him . ",joy
" Yes . My bike has one under the seat . Get it , quick ! ",fear
 I don't know . I failed my exam . ,sadness
is nothing else than perverted #faith. Your ability to fear is a proof of your ability to #believe.,fear
When I passed the first examination that I had to repeat.,joy
"The staunchly pro-monarchist Daily Telegraph said BBC chairman Marmaduke Hussey , whose wife is a lady-in-waiting to Queen Elizabeth II , is miffed that no one told him about the interview .",anger
 I thought they had already agreed to everything . That ’ s going to take weeks to rework . ,sadness
"Skiing down a very icy slope, very fast in white-out conditions. Out of control with no idea of what I was doing or where I was heading.",fear
It seems that anxious people condition most easily and it is thought that irrational fears are established in this way . ,fear
I was petrified of having the same thing as my mother did . ,fear
" Yes , that's true . Damn ! I just lost half my paper , and now I can't even do my homework.This is a bad time for this to happen . ",anger
"And , to complete his heartbreak , his car broke down when he was looking for his ninth win of the season at the Italian Grand Prix . ",sadness
Being made to look like a fool by a girl.,anger
Not being accepted by classmates in university.,sadness
 But you should have told me you were in love with her . ,anger
 I can smell smoke ! ,fear
My elder brother had been expelled from college and he was so frustated that he attempted suicide - he drank bottle fragments.  I was very sad when I learnt this.,sadness
 That is a bank . The coffee shop is opposite the bank . ,neutral
Before one of my final exams of the third year - natural sciences.,fear
Mr Brown was livid at the way 1 billion in precious foreign reserves was poured down the drain during the sterling fiasco a fortnight ago . ,anger
When I was beaten up by thieves on behalf of some friends of mine as they thought that I had a lot of money and would not part with a few coins for their drinks.,anger
So we 're delighted to bring our conference to support our members in Portsmouth . ,joy
Six months ago when I got acquaintances with a person whom I trusted infinitely and from whom I expected help and friendly feelings. With him I found much in common - in our views and in our fate.,joy
 Yes . ,neutral
 I ’ m sorry to hear about that . ,sadness
 He asked me to beef up in the work . ,sadness
What upsets you ? ,neutral
"` We don't go to Lightwater Valley , "" said an equally affronted bus driver . ",anger
" But mum , we're watching this movie . ",sadness
 Absolutely unbelievable ! You people should be ashamed of yourselves . ,anger
 You dance beautifully too . ,joy
When I heard that my Uncle had passed away in a road traffic accident.,sadness
 What note ? ,neutral
We're having a sixties party next week . Do you want to come ? ,neutral
"When I think of death - not my own but that of my parents, brothers and sisters.",fear
When I was told that I had passed the exams.,joy
 I'll try . I'm under a lot of pressure right now . ,sadness
I am sorry to say this but I seem to have lost the key to the safe . ,sadness
When I was subjected to a very nasty joke by a group of friends.,anger
 Hi Joe . ,neutral
"When I understood that my marriage was falling apart, and we decided to be legally separated.",sadness
Thames Valley Police are known to be furious about the case . ,anger
That morning I was so ecstatic about my triumph in seducing the dog-owner 's daughter that I 'd completely forgotten about Jamila 's big decision . ,joy
"I went to see a movie and I went with a friend, it was really frightening and it made me stop and think about the world around me and what it is really like out there. I was frightened all that night.",fear
"In the student's union there was someone who took the photocopies of two large volumes.  I asked him to let me take a few, he refused it for an acceptable reason. ",anger
 Me too . ,neutral
"I was angry at my brother over an argument we had together.  We do have a few fights from time to time, and also at times I take out my anger on him.",anger
"Unfair and unjust attitude toward a person close to me, what I was the witness of, caused anger in me.",anger
Being mistreated by other people.,anger
"When you kill yourself with work and see the number of slakers wandering around, doing nothing.",anger
When my grandmother died.,sadness
Joe Rogan is back at it Factor,fear
 We are all very proud of you . ,joy
When I heard that there is teasing and bulling at Secondary School.,fear
I felt joy when I heard over the radio that I had been successful in my Primary School Leaving Certificate Examination and was selected for Secondary School.,joy
When I was selected to start Form I at Malosa Secondary school.,joy
 I am feeling awesome .,joy
 That's all right . ,sadness
"When I checked my examination paper and realized that I had been careless, thoughtless, lazy and hasty so as to make unnecessary mistakes concerning things I know and understand.",anger
I felt angry when my friend told me that I had stolen her money.,anger
I was alone in a cottage I often stay in.  I was woken up by a rustling sound in the middle of the night.,fear
"My father will be angry with me if you leave early ! "" ",anger
I'm in the most painful situation in definition of: damned if I do and damned if I don't #life #love what is #therightthing,fear
 It ’ s true . ,neutral
When friends try to put me down or hurt me.  ,anger
 Hmm ... ,neutral
" And I love trying new recipes , which I usually test with my friends . You can come , too . ",neutral
There's a mysterious ticking noise somewhere by my bed.  not the  puppet pals kind. #scared,fear
 Why ? ,neutral
"When I was doing research a few months ago, I had asked the Institute to sponsor me for a computer course which was held in TISS.  However, because of the administrative officer I could not get the money.",anger
 Evening . ,neutral
"They were cross with each other because of him , and now Nanny was saying bad things about Smallfry that would make Buddie very , very angry . ",anger
Why is @lcduve touching kitten and me so much? What is happening? ,fear
"To some extent , adults can choose of their own free will whether to deal with their grief or not . ",sadness
Thanks for helping me move into my new house . ,joy
A few weeks back I had a very important seminar and I had circulated my papers to all the panel members.  A day before the seminar I realized that I had inadvertantly burdened certain       derivations and I had failed to correct it.  I feared that this    would reflect very badly on my performance.  Fortunately none of  the panel members detected it and I felt relieved.,fear
I felt it when a girl who was dear to me lied to my face. I got angry with the fact that she knew I didn't believe her but she kept on telling lies.,anger
 Why not ? ,neutral
"On embarking on University life. I came from a different city and did not know anybody at the Uni. I was frightened because my well known and loved friends, also all my security had been taken away.",fear
"Typically , Gould 's infrequent letters home detailed only his ornithological exploits , much to the dismay of the household , who were desperate to hear news of a more personal nature . ",fear
"Gleeful opposition leaders and Tory Euro-sceptics said the Government 's handling of Maastricht had descended into ` shambles "" . ",joy
 A really dreadful accident and many people were killed . ,sadness
"Little Maureen was agitated , but she made a nice speech . ",fear
"When I was in a situation which seemed hopeless for me, I moved back to my parents. For my father it went without saying anything (normally he ofter grumbles at me).",joy
Your prejudice against psychology students and education students (not allowing us to go to the medical university lectures).,anger
Car accident in the middle of the night.,fear
" If you ask me , I don ’ t think it ’ s guilty . ",neutral
"She was still mad at Lucy for something , and Lucy was sure that a little time and concentration would tell her what  but for the moment , somehow , the knowledge was just out of reach . ",anger
 Are your free this weekend ? ,neutral
When I was talking to HIM at a party for the first time in a long while and a friend came and interrupted us and HE left.,anger
After my father died suddenly of a heart attack.,sadness
 What about the other class ? ,neutral
"When a boy, who was drunk, insulted me in front of a crowd.  I was stopped from punching him for it.",anger
"And everybody gets very excited , because three hundred and fifty kilos in Durham tomorrow morning sounds like a good pay day . ",joy
 of what ? ,neutral
" Where are you going to work then , in Australia or back in China ? ",neutral
"My peers didn't want me to meet someone during rush for fear that I would give her a bad outlook on our Sororoty house. I shouldn't have seen this, but they blew and I did.",anger
You ready ? ,neutral
I'm about to eat Taco Bell for the first time in over 10 years. ,fear
 About 4 . ,joy
"When I got through the examination for my driver licence, and when I finished I knew I had passed it.",joy
 Of course there is . The top-level coaches there are from the State Sports General Administration . ,neutral
Can I help you ? ,neutral
"One day, I discussed a very important question with A.  A suddenly declared that he would not accept my position and thought that he himself was right.  Moreover, he attacked  strongly, not my opinion but me personally.",anger
A friend's mother died.,sadness
 My house was robbed last night and the thieves stole all my furniture . ,sadness
" oh , no ! I thought it seemed a bit strange . ",anger
 Perfect . So you can audition this weekend here at my house . ,joy
They must be mad that they should expect such a delicate business as his preparation of Vologsky to be speeded up as though it was a crude operation on a factory bench . ,anger
Last year when I worked during the Summer holidays and studied at the same time for an examination I had to repeat; my boyfriend went to Greece for a holiday for a month.,sadness
I wanted to be a violinist -- that was my real ambition -- but I was too anxious to really get to grips with the instrument . ,fear
When I crashed my car.,fear
Who's that old lady trimming the trees ? ,neutral
My friend and I were to attend a very important meeting and he had promised to come and pick me up.  But he did not turn up and I felt very angry at him.,anger
When I was in a car with my parents and friends and we had to back up (reverse) pass a river which when I recall it (I was only about 5 yrs) seemed we were going to fall in and drown.,fear
"When my aunt, whom I had loved very much, died. When I heard about her death, I was not as touched as at the funeral. I really became conscious of her death at that moment.",sadness
 Fixed . ,neutral
 Around 3pm . ,neutral
"Both Mr Souness and Jim Smith , the Portsmouth manager , emphasised how delighted they were with the overall quality of yesterday 's tie . ",joy
 You know you didn't . ,anger
 Nothing really . ,sadness
op school bezig met fm aan! zeker vet haha,fear
I tried to show pleasure at their decision and at the same time annoyance that our contract simply wouldn't permit it . ,anger
 I'm sorry . I'll ask next time . ,sadness
Except when he gets cross with us sometimes . ,anger
The juniors in our dormitory at school started to complain and make a lot of noise about the duties assigned to them by the prefect who was my class-mate and was very cool and dull.,anger
Saw in the TV South Korea cheating in the Asian Olympic games.,anger
Lennox has always truly wanted to fight for the world title and was happy taking the tough route . ,joy
 What is it ? ,neutral
There may be cases where there is parliamentary disquiet over a ministerial proposal and then the minister has a change of mind . ,fear
"Imagine my excitement , therefore , when it seemed recently that I might have stumbled across it in the shape of the Tower House in Malmesbury , Wiltshire . ",joy
When the lady who is now my wife accepted my proposal to be my lover and future wife.,joy
 Yes ? ,neutral
 Mumm . no . ,neutral
"In the army, my result at the shooting exercises got me a three day furlough.",joy
 My boyfriend says I work too much . That I spend more time with you than with him . ,neutral
When I came to know that my feelings for someone were not reciprocated.,sadness
 From China . ,neutral
 is like the red headed male  step-child of who ain't come out the closet and got a black sheep for a pet.,fear
Interpersonal arguments and difficulties were also a more common feature of the experiences of depressed patients than of the comparison group . ,sadness
I bet that I would jump down from a window. I was sure that I would jump but before I did it I rather felt fear.,fear
" No , just come here . ",joy
 It's a pleasure . Come on . I'm on your side . ,joy
Could you talk to me for a few minutes about my grades ? ,neutral
His face was livid and bloody . ,anger
When my family allowed me to do higher studies.,joy
 About 6 . ,neutral
My girlfriend dumped me . ,sadness
I spent a lovely relaxing evening with my boyfriend. We played games and talked all evening.,joy
When my son omits to carry out certain duties at home that he knows needs doing.,anger
"Normally such a happy , sunny person , she felt a vague disquiet , as though she was changing without her wanting to . ",joy
 Do you work in Shanghai ? ,neutral
" I will , sir . I'm really very sorry . ",sadness
 It's a pity . I'm afraid that's too loud for me.Thank you . ,sadness
" Let me see , I am sorry . It's for table 11 . ",sadness
"This also happened when I was very small.  I was beaten up by my  mother for no fault of mine, I had just beaten up my younger brother for what I thought was his fault.  I was very angry with my mother.",anger
"` I thought perhaps you were still mad at me . "" ",anger
 That's just wrong ! why don't you just quit ? ,anger
"Gosh , another stop.It seems the cars ahead of us have to stop every two minutes , It's no quicker than a bus . ",anger
 It's the new neighbor . I hate her guts . ,anger
 What's the big deal ? It's just a picture of some woman . ,neutral
I noticed with amusement that the tapestries hanging there illustrated the seven deadly sins . ,joy
I hate to disappoint anyone but that wasn't the case -- although the veiled hints caused us plenty of amusement . ,joy
smh wus wrong wit niggas these days a  that  to another  does it out of in my eyes smh lot of niggas lie to me,fear
 I failed my oral test . ,sadness
"Unofficially I was informed about my results of the final examination of the secondary school. A teacher wrote them up for me. When I went outside, I started crying with joy.",joy
 it sounds like any job will be better than the one you have now ! ,anger
"After my shoulder operation, I woke up in the hospital room alone. I was in pain and was still under heavy medications. I could not find my parents.",fear
large crowds of manic football fans and mascots ,fear
"In the Commons , Labour MPs unleashed their anger at the Liberal Democrats for promising to back the Government . ",anger
" Oh , I see . ",neutral
 what ? ,neutral
Housesitting and hearing the alarm go off. I knew someone had to be breaking in. I called the police and was panicking while on the phone. It was awful. It turns out that I stepped on the hidden alarm without prior knowledge of its existance.,fear
"I understood that this was my mother 's wedding , and although I was necessary to it I was expected to do nothing but be there and appear contented . ",joy
" Yeah , this one closes at ten . We could drive to the 24 - hour store on sixth . ",neutral
"` South Africa must be worried how easily we did get through , and close to their line , because they know that Will Carling and Jeremy Guscott are amongst the quickest in the world . ",fear
"What is the correct time , please ? ",neutral
When our religion teacher presented shocking sectarian thoughts and doom's day as official teaching.,anger
"After the operation , you may feel sick or very depressed -- this is the effect of the trauma of the operation and of the anaesthetic . ",sadness
 Que bien ! Sentences poems habeas en espanol ! ,joy
Facing a mad dog.,fear
"I had to have my tonsils out. I had been making up my mind almost for a year - I was afraid. But during the two hours in the hospital room, while I was waiting to be called for the operation I felt a real fear - of the pain, of what they were going to do to me, of the unknown.",fear
The of loving or atleast allowing yourself to fall for a person who you know prolly won't fall for you yet it feels so ryt!!! ☹ ☺,fear
" that ’ s pretty much how you feel about your step-mother . Like grandmother , like grandson . ",neutral
I remember that when my mother died the day was sad and every time I think of it I am saddened by the loss of my mother.,sadness
"One day before Christmas, I went shopping with my brother and his friend. We had a good time. But on the way home we were almost in an accident because the weather was bad.",fear
 Yes . ,neutral
The animal seemed to take a perverse delight in terrorizing him . ,joy
" Good morning , Emma ! A lovely day , isn't it ? ",joy
 Okay . ,neutral
Railway station good-bye.,sadness
When an old schoolfriend phoned me to arrange an appointment to talk about old memories. I hadn't seen him for 8 years.,joy
"When my mother went through an operation, it was not very serious but I was sad and could not sleep before the operation.",sadness
Winning a game after a long time of losing.,joy
When my grandfather died.,sadness
I felt afraid of losing somebody I love to another person because I was an incomprehensive person and lots of time I fight with this person.,fear
Having a fight with a class mate.,anger
Easter holiday - I had been working weekends and had just left.,joy
When I was little I lost control of my bike and started to go into a buay intersection but my neighbor stopped me just in time.,fear
My sister was in coma for 3 months (due to a train accident). Now her brainfunctions are disturbed. She will never be able to walk and she can hardly talk.,sadness
 Good bye ! ,neutral
"As you would expect , she was overcome with grief . "" ",sadness
 Because I like the feeling of cooperating with others . ,neutral
 I am feeling outstanding .,joy
A friend had promised me to give me a lift to Graz. To be sure I called her before we went. She told me that she had just promised another person to give him a lift.,anger
At the begining of a new course one is afraid of encountering problems one can not manage.  Thoughts revolve around failing the subject and the consequences it would have for the future.,sadness
"And Ryan had spent more than one night under the roof with her , she remembered in bitter anguish . ",sadness
My father stayed abroad for one year. He does not like to write letters because he makes ortographic mistakes. I never had a good relation to him. He wrote me a letter in which he said that he loved me.,joy
 It doesn't work . It looks like it's broken . I need to get to a hospital . You should drive me there . ,fear
"A teacher wanted to instill a certain opinion and a certain behaviour into myself, what I refused. I was afraid when I saw him.",fear
 Poor Femi . Taylor's death must have made her realize that she still cared for him . ,sadness
"At a restaurant I observed how the gypsies tried to get money by cheating the foreigners i.e non Swedish speaking.  My anger had nothing to do with hatred against foreigners, but it was an expression of the anger I feel when I see people being used .",anger
"` I 'm not ashamed of it , "" she retorted , taut with anger over his reference to her mother . ",anger
"I was coming home in a taxi with a fellow worker of mine.  He was criticizing my earlier conduct towards him, which to my mind was unfounded.  When I reached home, I ran out of the taxi and slammed the door.",anger
When I thought for an instant that a very good relationship with a person had finished.,sadness
"When two female classmates and I were having lunch, we chatted and  cracked jokes, I was very happy.  However, I felt that I may have  said something inappropriate which might cause them to have a bad  impression of me.",joy
"When I came back from work one day, the friends of my son told me that he had not come back from school and that he was lost.",fear
